text,label,label_name
what's the process for topping up my card?,62,topping_up_by_card
"can you please assist me in apple pay, in getting top up to work?",2,apple_pay_or_google_pay
"my card is stuck in an atm machine, how do i get it back quickly?",18,card_swallowed
"i had a duplicate card and bought something and it showed up twice. i canceled my card, how do i get my money back?",63,transaction_charged_twice
i was charged the wing amount for an item.,17,card_payment_wrong_exchange_rate
i would like to retract my purchase.,52,request_refund
am i allowed to carry an additional card?,39,getting_spare_card
are all fiat currencies supported?,36,fiat_currency_support
what is the function of the disposable cards?,37,get_disposable_virtual_card
if i don't have much money in the account can i auto top-up?,4,automatic_top_up
is there an extra charge to exchange different currencies?,31,exchange_charge
is it free for top ups?,57,top_up_by_card_charge
"new customer and filling gas for the first time today, not working,",47,pending_top_up
my cash deposit hasn't posted to my account.,6,balance_not_updated_after_cheque_or_cash_deposit
today i used my card at a restaurant and it was declined. why?,14,card_not_working
how do i to up by card?,62,topping_up_by_card
why is my card payment still pending?,45,pending_card_payment
i was unable to transfer to another account.,7,beneficiary_not_allowed
is there a limit to how much i can top-up?,60,top_up_limits
i am having problems with my contactless.,23,contactless_not_working
can i use this card at any atm?,3,atm_support
my money i had was gone and i could not get gas!,62,topping_up_by_card
can you make exchanges with the eur?,36,fiat_currency_support
what's going on? my card wont accept any transactions.,14,card_not_working
what can i do if i lost my card?,41,lost_or_stolen_card
i forgot my passcode. now what?,44,passcode_forgotten
which atms am i allowed to get money from?,3,atm_support
i can not find the top-up verification code.,71,verify_top_up
i tried to top up and suddenly my money disappeared,62,topping_up_by_card
i tried using my atm card at your notting hill location today.  it did not work.  am i doing something wrong?,26,declined_cash_withdrawal
how do i see my card in the app?,13,card_linking
can you lookup my password?,44,passcode_forgotten
what atms take this card?,3,atm_support
i tried to get some money but the machine was not working .the transaction still seems in progress! can you please check what's going on.i don't want to be charged for money that i did not received.,46,pending_cash_withdrawal
why hasn't the transfer shown up in my account yet?,67,transfer_timing
can i use my virtual card to complete transactions for memberships?,72,virtual_card_not_working
how come there is a duplicate charge on my card?,63,transaction_charged_twice
i do not see the card pin anywhere?,38,get_physical_card
is there a limit on how much i can top up?,60,top_up_limits
"hi, i'm trying to transfer money from one country to another, but it's taking a long time! all the account information is right, so why is it taking so long?",48,pending_transfer
i made a transfer into my account and now i need to cancel it,8,cancel_transfer
can you tell me why my credit card was declined while trying to top-up?,59,top_up_failed
why has another fee been placed on my statement?,34,extra_charge_on_statement
please verify my top-up card,71,verify_top_up
i have an incorrect charge and would like a refund.,52,request_refund
i would like to reactivate my card that i previously reported lost. i located the card this morning.,13,card_linking
will i be charged a fee to top up using a debit or credit card?,57,top_up_by_card_charge
"i am getting an error stating my transfer is not possible while transferring money. let me know the issue as its the first time i am getting error, earlier it used to work.",7,beneficiary_not_allowed
do i have to talk to someone to close an account or can i in the app,55,terminate_account
what documents do i need to get together to verify my identity?,69,verify_my_identity
"while abroad, i got cash, and the exchange rate applied is wrong.",76,wrong_exchange_rate_for_cash_withdrawal
how do i set up auto top-up?,4,automatic_top_up
"when my card expires soon, how fast is the replacement card sent and what are the costs?",9,card_about_to_expire
do you offer cards for those in other countries?,24,country_support
is there an additional charge to exchange currencies?,31,exchange_charge
i can't upload my identification.,68,unable_to_verify_identity
i would like to know how my friend would be able to send me money,50,receiving_money
the top up failed,59,top_up_failed
how can i change my address?,30,edit_personal_details
"i have been waiting for my transfer, shouldn't it be here already?",67,transfer_timing
will this card work all over the world?,10,card_acceptance
the cheque i deposited isn't showing in my account,6,balance_not_updated_after_cheque_or_cash_deposit
"hello. i looked at my account and see that a transaction i tried to do is pending, but i did not complete that transaction. when i was at the atm, the machine declined my card. can you make sure that transaction does not go through because i definitely did not receive the money.",46,pending_cash_withdrawal
what does it mean to have a pending cash withdrawal?,46,pending_cash_withdrawal
i got less cash than what i specified for through the atm.,75,wrong_amount_of_cash_received
i have young kids. can they use this service?,1,age_limit
i put money in my account a week ago but its still not there?? what happened to my money?,6,balance_not_updated_after_cheque_or_cash_deposit
help me to set up contactless payments.,23,contactless_not_working
where do i need to go to change my pin?,21,change_pin
i made a terrible mistake when typing in my account number.  i accidently sent money to the wrong account.  i noticed the app won't allow me to void the transaction.  can someone help me with this immediately?,8,cancel_transfer
i paid with card and was charged a fee that shouldn't be there!,15,card_payment_fee_charged
how do i top-up automatically?,4,automatic_top_up
help me order my card.,43,order_physical_card
how do i transfer funds directly from my credit card?,62,topping_up_by_card
how do i exchange currencies with this,33,exchange_via_app
why did my payment not go through why did it cancel?,53,reverted_card_payment?
a withdrawal is showing that i don't recognize,20,cash_withdrawal_not_recognised
i payed with the card and there was an extra fee?,15,card_payment_fee_charged
can i use this app to exchange currencies?,33,exchange_via_app
can i use my account before the identity verification is complete?,74,why_verify_identity
why cant i send money to a beneficiary?,7,beneficiary_not_allowed
how to exchange my currency,33,exchange_via_app
someone took my card without permission,41,lost_or_stolen_card
what's the time frame normally for a uk account transfer? i just made one and it's not showing up anywhere. i want to be sure that everything is good.,5,balance_not_updated_after_bank_transfer
how old do i need to be?,1,age_limit
i want to set up an auto top-up,4,automatic_top_up
this transfer incurred a fee that i don't think is right.,64,transfer_fee_charged
there is some odd 1£ charge that appears as pending on my statement. what's that about? pretty sure i haven't purchased anything for a pound there.,34,extra_charge_on_statement
how long will it take to transfer something from china?,67,transfer_timing
"why did my transfer not work, it says it was declined?",27,declined_transfer
what are the requirements to verify my identity?,69,verify_my_identity
i want to replace my current pin.,21,change_pin
"my card has an expiration date, will you send a new one automatically?",9,card_about_to_expire
my top-up has been reverted and i would like to know why.,61,top_up_reverted
can you tell me more info about virtual disposable cards?,37,get_disposable_virtual_card
can i get a refund?,52,request_refund
i tried to do a transfer but it didn't go through.,35,failed_transfer
is a transfer to a beneficiary allowed?,7,beneficiary_not_allowed
what type of card can i use to top up?,54,supported_cards_and_currencies
is there a  way to  get around fees,15,card_payment_fee_charged
"how do i close my account, since i'm dissatisfied?",55,terminate_account
what are my bank details so i can do a transfer?,65,transfer_into_account
i wanted to know why a top-up i made has been reverted.,61,top_up_reverted
is there a reason my payments are pending?,45,pending_card_payment
why are there multiple transactions showing for one purchase?,63,transaction_charged_twice
i just got an email in confirming my purchase with my card. i login to the mobile app on the card and found out there are several purchase were made without me aware of it. evidently someone had stole my card information and made these fraudulent purchase. i need the transaction to be reverse and have my card suspended.,22,compromised_card
why hasn't my transaction arrived?,66,transfer_not_received_by_recipient
my card has been stolen what do i do?,41,lost_or_stolen_card
is it possible for me to top up with google pay?,2,apple_pay_or_google_pay
can i use my social security card as a form of identity?,69,verify_my_identity
"if i ordered my new card last week, how much longer should i wait to receive it?",11,card_arrival
what do you charge for an exchange fee?,31,exchange_charge
i believe my top up did not work.,59,top_up_failed
"i got my american express in apple pay, why is top up not working correctly?",2,apple_pay_or_google_pay
"something is wrong with the top up! i'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",47,pending_top_up
i am not happy with your company. please delete my account asap.,55,terminate_account
"i transferred money to another country several days ago, but my transaction is still pending. i have checked that the accounts are keyed in correctly. what sees to be the problem?",48,pending_transfer
"i see an extra $1  charge on my statement, why is this?",34,extra_charge_on_statement
can i get a disposable virtual card?,37,get_disposable_virtual_card
"what does it mean when a transfer is ""pending""?",48,pending_transfer
my payment shows that it is pending will i be charged more money?,48,pending_transfer
why should i verify the top-up?,71,verify_top_up
"a transfer i sent was received in less than the full amount i originally sent, and now i have to send additional funds to cover the full amount. what happened?",64,transfer_fee_charged
what if i type in the wrong pin too many times?,49,pin_blocked
how do i withdraw money?,3,atm_support
"i deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  it's been a day already!",6,balance_not_updated_after_cheque_or_cash_deposit
can i cash deposit to top up my account,58,top_up_by_cash_or_cheque
the exchange rate applied is wrong for my international purchase.,17,card_payment_wrong_exchange_rate
why hasn't my withdrawal shown on my statement?,46,pending_cash_withdrawal
when will i get my money? it's been too long.,66,transfer_not_received_by_recipient
"i just moved overseas and i noticed that you are charging me more fees.  i am a loyal customer, is this how you expect to keep customers?",64,transfer_fee_charged
why am i still not able to see the money i deposited a week ago? this is urgent!!,6,balance_not_updated_after_cheque_or_cash_deposit
why doesn't the person i sent money to see that transfer yet?,66,transfer_not_received_by_recipient
the bank machine didn't give my card back how do i get a new one fast?,18,card_swallowed
i would like to know if i can top up with google pay.,2,apple_pay_or_google_pay
how do i unblock my pin?,49,pin_blocked
why do transfers get declined?,27,declined_transfer
can i add money to my card automatically during a trip?,4,automatic_top_up
will there be a charge for exchanging foreign currency?,31,exchange_charge
"when i look at my statement there is an extra fee, that is for what?",34,extra_charge_on_statement
will any atm's decline my card?,3,atm_support
how can i close my account?,55,terminate_account
can i see my available money?,70,verify_source_of_funds
my throwaway virtual card won't work,72,virtual_card_not_working
if i top-up by using a trasfer are there charges that applied?,56,top_up_by_bank_transfer_charge
"everything seems fine with my account, so why did it decline my payment?",25,declined_card_payment
the contactless payments are not working.,23,contactless_not_working
hello. can you help figure out why the recent transfer from my uk bank account isn't showing up?,5,balance_not_updated_after_bank_transfer
i looked at my statement and found a payment i and found a mistake.,16,card_payment_not_recognised
i don't recognize this payment at all!  help!,16,card_payment_not_recognised
do you offer auto top ups?,4,automatic_top_up
did you revert my top up?,61,top_up_reverted
"to deliver to the us, how long will it take?",12,card_delivery_estimate
i used an atm and there was an extra charge.,19,cash_withdrawal_charge
where has my transferred money gone?,66,transfer_not_received_by_recipient
my card is stuck inside the atm.,18,card_swallowed
what are the auto top-up policies?,4,automatic_top_up
where are my funds? i topped off my car but it didn't seem to complete.,47,pending_top_up
i need my card soon.,12,card_delivery_estimate
my virtual card isn't working.,72,virtual_card_not_working
my transfer has been pending for a long time now. i already double checked my account info and it is correct. why is it taking so long in 2018 to transfer money?,48,pending_transfer
it appears my top-up is still pending.,47,pending_top_up
my contactless stopped working today no matter where i try to use it. how do i get it to start working again?,23,contactless_not_working
how long does a transfer from the united kingdom take? i haven't seen it show up yet in my bank account and want to make sure i get the transfer.,5,balance_not_updated_after_bank_transfer
is my child too young to sign up?,1,age_limit
on my statement there is a payment that i don't recognise,16,card_payment_not_recognised
how do i know what my pin is?,38,get_physical_card
there was a direct debit i don't recognize.,28,direct_debit_payment_not_recognised
"my identity isn't being accepted, what should i do?",68,unable_to_verify_identity
i want to make an online purchase but i don't want to use my credit card. can you tell me how a disposable virtual card works and where i can apply for one?,37,get_disposable_virtual_card
i was charged a fee with my cash withdrawal that i shouldn't have been charged.,19,cash_withdrawal_charge
are there any exchange fees,31,exchange_charge
there is an odd 1£ charge that appears as pending on my statement. what's the reason for that? i haven't purchased anything for a pound.,34,extra_charge_on_statement
how do i use disposable cards?,37,get_disposable_virtual_card
how can i fix my card if the contactless function didn't work this morning?,23,contactless_not_working
"i may no longer need gbp, but instead i will need aud, how can i go about making this change?",33,exchange_via_app
where is the closest atm to me?,3,atm_support
how would i be able to make changes to my personal details?,30,edit_personal_details
i payed my rent to my landlord a few days ago and he is saying the it never went though. everything looks good to me and i even double checked the account number. i don't know what could be causing the confusion. can you help me please?,66,transfer_not_received_by_recipient
can i use my new card?,0,activate_my_card
i don't want to use this method to identify myself.,74,why_verify_identity
"i think something went wrong, i didn't get the right amount.",75,wrong_amount_of_cash_received
how do i know what exchange rate i will get?,32,exchange_rate
what are the disposable card limits?,29,disposable_card_limits
should my top-up be completed by now?,47,pending_top_up
how long will my transfer be pending for?,48,pending_transfer
can you please assist me in completing a transfer? i'm trying and i keep getting an error. i'm trying to purchase a flat and pay the initial mortgage payment. all i keep getting is an error. can you find out what's happening here?,35,failed_transfer
i don't understand why i was charged extra for withdrawing money?,19,cash_withdrawal_charge
can i convert money into different currencies?,33,exchange_via_app
i would like to get a visa card,73,visa_or_mastercard
how can i get my card out of the stupid atm that ate it?,18,card_swallowed
you can use it anywhere that accepts mastercard.,10,card_acceptance
"hey, i tried to withdraw some cash earlier and it's saying it's pending? will i be charged for this?",46,pending_cash_withdrawal
is my top up not working?,47,pending_top_up
is this open to residents of all countries?,24,country_support
i withdrew cash abroad and the exchange rate applied is wrong.,76,wrong_exchange_rate_for_cash_withdrawal
i want to open an account for my children,1,age_limit
who accepts the card?,10,card_acceptance
i am seeing in the app a some cash withdrawal that i did not do,20,cash_withdrawal_not_recognised
are there limits to businesses that will accept this card?,10,card_acceptance
how do i re-order a damaged card?,14,card_not_working
i should have a refund in my statement but i can't see it,51,Refund_not_showing_up
when does my balance update for a transfer,5,balance_not_updated_after_bank_transfer
"i haven't received my virtual card yet, do yo know why?",40,getting_virtual_card
i withdrew cash and dont see it reflected on the balance,46,pending_cash_withdrawal
how long is the delivery to the us?,12,card_delivery_estimate
i was charged multiple times at the same location at the same time,63,transaction_charged_twice
can i use my account even though the identity verification has not passed yet?,74,why_verify_identity
i'm wondering how long it takes for my money to get to me after a bank transfer.,5,balance_not_updated_after_bank_transfer
i don't see my top up in my wallet.,62,topping_up_by_card
is it possible to get one the your cards in the eu?,24,country_support
when will my transfer process?,5,balance_not_updated_after_bank_transfer
what is the dollar that i have pending on my statement there?,34,extra_charge_on_statement
can you tell me what the exchange fee is?,31,exchange_charge
what currencies does google pay top up accept?,2,apple_pay_or_google_pay
"this past holiday i made a withdraw at the atm machine, and it seems i've been charged too much.",76,wrong_exchange_rate_for_cash_withdrawal
there is an urgent transfer i need to make from china.  how long will it take to get it processed?,67,transfer_timing
with what can i verify my identity?,69,verify_my_identity
what's the phone number to freeze a card?,41,lost_or_stolen_card
i have a duplicate charge,63,transaction_charged_twice
i would like to get both mastercard and visa card from you if that's possible.,73,visa_or_mastercard
why does it still charge me even though i was unable to withdraw money from the atm?,46,pending_cash_withdrawal
why hasn't my friend received the money i sent them yet?,66,transfer_not_received_by_recipient
can i add a new currency to my account?,33,exchange_via_app
"i've been waiting a while for my card, is there a way to know when it will arrive?",11,card_arrival
will my employer be able to pay me with this service,50,receiving_money
how do i go forth on transferring a sum of money from one account to another?,65,transfer_into_account
purchases i did not make are appearing in my bank statement?,28,direct_debit_payment_not_recognised
i accidentally left my phone at the hotel so now i'm not able to use the app.,42,lost_or_stolen_phone
why was my request for cash declined?,26,declined_cash_withdrawal
how do i get extra cards?,39,getting_spare_card
please give me a mastercard instead.,73,visa_or_mastercard
can i change my pin at a nearby atm when in spain? i think someone saw my pin and i need to change it but am on vacation.,21,change_pin
can i use google pay for topping -up,2,apple_pay_or_google_pay
how can i change my pin without going to the bank?,21,change_pin
why hasnt my top up gone through yet?? i thought it was suppose to be instant? am i wrong? why is it still pending?,47,pending_top_up
"when i tried to top up using my card, all of the money disappeared.",62,topping_up_by_card
i received the wrong amount of cash back,75,wrong_amount_of_cash_received
can you help me process a refund?,52,request_refund
"if i top up by card, what options do i have re: currency and card type?",54,supported_cards_and_currencies
"so, i was under the impression that you have an offer for crypto top up. this doesn't seem to be working. now, the money has just disappeared from my account. what is the deal?",61,top_up_reverted
"my new card isn't in my app, how do i get it in there?",13,card_linking
am i able to track a card that has already been sent?,11,card_arrival
i need to know if you will accept my credit card.,54,supported_cards_and_currencies
how do i go about ordering a new bank card?,9,card_about_to_expire
"when i tried to access my cash, i wasn't allowed!",26,declined_cash_withdrawal
i made a transfer a couple hours ago but my balance has not been updated. why is this? shouldnt this be instant?,5,balance_not_updated_after_bank_transfer
is there a tracking number for the card you sent me?,11,card_arrival
why did my payment go back to my account when i bought something?,53,reverted_card_payment?
explain how to verify my identity?,69,verify_my_identity
i entered the pin incorrectly too many times and now it is blocked. can you help?,49,pin_blocked
there is a payment in the app that i did not approve,16,card_payment_not_recognised
what should i expect to be charged on a sepa transfer?,56,top_up_by_bank_transfer_charge
"my bank is in europe, how long will the transfer take?",67,transfer_timing
would i need to pay extra for exchanging currencies?,31,exchange_charge
i think someone else is using my card.,22,compromised_card
what are the reasons why you would not be able to process a payment,7,beneficiary_not_allowed
how come i did not get a virtual card yet?,40,getting_virtual_card
my top up may have been reverted,61,top_up_reverted
i could not use my card in a store.,25,declined_card_payment
is there a list of atms that take this card?,3,atm_support
what is the process to change my pin?,21,change_pin
"the card i thought was lost was just in my jacket, so can i reactivate it since i found it this morning?",13,card_linking
i thought you guys offered free transfers. why was i charged?,64,transfer_fee_charged
i want to shut down my account as soon as possible.,55,terminate_account
i can't remember my passcode.,44,passcode_forgotten
are there any fees if i want to add money using an international card?,57,top_up_by_card_charge
i transfered and yet it is still pending,48,pending_transfer
could i get tracking on the card?,11,card_arrival
i am interested in changing my personal details.,30,edit_personal_details
i am having an issue with an in country transfer i did a few days ago. it has yet to appear in my account. i have checked to be sure that all account information is correct multiple times. what is taking the transfer so long?,66,transfer_not_received_by_recipient
i got an unexpected charge on my transfers. how can i correct this?,64,transfer_fee_charged
when do i get charged a fee for using the card?,15,card_payment_fee_charged
is there an age limit to when my child can use these services?,1,age_limit
what countries can i use my account in?,24,country_support
help! i lost my card!,41,lost_or_stolen_card
how do i activate my new card i just got?,0,activate_my_card
what fiat currencies are used for holdings?,36,fiat_currency_support
what are the guidelines for the disposable cards?,29,disposable_card_limits
"there are transactions that i don't remember making, i think someone might have gotten my card details and is now using it.",22,compromised_card
where can i go to get my pin unblocked?,49,pin_blocked
why isn't my id verified?,68,unable_to_verify_identity
i'd like to know how transferring my money into my account works.,65,transfer_into_account
i would like to cancel a transfer...is this possible?,8,cancel_transfer
how do i go about ordering a card?,43,order_physical_card
are there any country restrictions?,24,country_support
there is a strange card payment i don't recognise.,16,card_payment_not_recognised
i don't know what this direct debit payment is.,28,direct_debit_payment_not_recognised
how do i get the card linked,13,card_linking
after my card expires what should i do?,9,card_about_to_expire
"my card payment has been declined, do you know why?",25,declined_card_payment
i made a payment and it appears it is showing twice,63,transaction_charged_twice
"app malfunctioning, does not know its me",68,unable_to_verify_identity
why did i only get $20 when i asked for $100?,75,wrong_amount_of_cash_received
top up not available in my wallet.,62,topping_up_by_card
my card has been lost! help!,41,lost_or_stolen_card
what is the refund policy?,52,request_refund
i can't find the card pin.,38,get_physical_card
please give me both a visa and a mastercard.,73,visa_or_mastercard
why did the atm eat my card?,18,card_swallowed
whats types of currency can i exchange?,33,exchange_via_app
why am i being charged the wrong currency exchange when i purchased something abroad?,17,card_payment_wrong_exchange_rate
if i want to select a new pin what do i do?,21,change_pin
where do i access the auto top-up function?,4,automatic_top_up
i entered my pin wrong  too many times.,49,pin_blocked
who do i talk to about the atm swallowing my card?,18,card_swallowed
why can't i top up by cheque?,58,top_up_by_cash_or_cheque
please help me find my top-up verification code,71,verify_top_up
what do you charge to top up us cards?,57,top_up_by_card_charge
can you provide information for freezing my card immediately?,41,lost_or_stolen_card
it won't let me prove my identity.,68,unable_to_verify_identity
"i was suppose to be getting a refund for something i purchased a while ago, but it still hasnt been applied to my account. when will i get my money back?",51,Refund_not_showing_up
i took out money from the atm and it's still showing as pending?,46,pending_cash_withdrawal
how do i use american express to top up my account?,54,supported_cards_and_currencies
what is the source of funds for my money?,70,verify_source_of_funds
why didnt my account allow a transfer,7,beneficiary_not_allowed
the atm didnt let me get cash,26,declined_cash_withdrawal
i need help proving that this is really me and to verify my identity.,68,unable_to_verify_identity
what is the most amount of disposable cards allowable?,29,disposable_card_limits
i noticed the currency exchange rate was incorrect after paying for something in a foreign country.,17,card_payment_wrong_exchange_rate
what is the extra fee i was charged when using an atm?,19,cash_withdrawal_charge
the refund doesn't show in my account,51,Refund_not_showing_up
i cannot see the card pin anywhere?,38,get_physical_card
will you set a limit to my top-up?,60,top_up_limits
how do i replace my card before it expires?,9,card_about_to_expire
what is the point of verifying a top up?,71,verify_top_up
how come i can't get money at the atm,26,declined_cash_withdrawal
how long is delivery to the us?,12,card_delivery_estimate
"i'm trying to make a payment to my new landlord. even though the payment was sent a few days ago, it isn't clearing on their side. can you verify that payment has been made?",66,transfer_not_received_by_recipient
am i gonna be charged for sending out more cards?,39,getting_spare_card
what is the max top-up?,60,top_up_limits
would reinstalling the app solve the problem?,23,contactless_not_working
how do i report my card as lost or stolen?,41,lost_or_stolen_card
i want to change my pin number from an atm. is this possible?,21,change_pin
"i have lost my phone, what steps can i take to prevent someone using my account?",42,lost_or_stolen_phone
how do i get my money back for a duplicated charge?,63,transaction_charged_twice
where is the top-up verification code located?,71,verify_top_up
tell me what i need to do to activate my card.,0,activate_my_card
at which atms can i use this card?,3,atm_support
how do i avoid charges in the future,15,card_payment_fee_charged
i'd like to know what the foreign exchange rate will be.,32,exchange_rate
i'm unhappy with the exchange rate your cash transactions.,76,wrong_exchange_rate_for_cash_withdrawal
where can i deposit cash to top up?,58,top_up_by_cash_or_cheque
there is something wrong with my card. tried to use it a few times today in different places and it just didn't work. the transactions i tried to make were really small so not sure what's going on,14,card_not_working
i have exceeded the number of pin attempts,49,pin_blocked
why did my transfer get declined?,27,declined_transfer
i was unable to transfer money from my account.,35,failed_transfer
my exchange rate was wrong for an item i bought!,17,card_payment_wrong_exchange_rate
can i get a card? i live in the us.,24,country_support
i attempted to enter my pin to many times.,49,pin_blocked
my actual card isn't functioning.,14,card_not_working
"transfer unable to be completed, states 'declined'",27,declined_transfer
how much more do you charge for currency exchange?,31,exchange_charge
is there a fee to top up by bank transfers?,56,top_up_by_bank_transfer_charge
can i use my account although my identity verification has yet to pass?,74,why_verify_identity
two days ago i did a transfer to another account within the country.  it doesn't appear the transfer went through.  i have verified the account number several times.  could you please check on this for me?,66,transfer_not_received_by_recipient
how can people transfer money to me?,50,receiving_money
how do i link my card in the app.,13,card_linking
show me how to look at the source of my current funds?,70,verify_source_of_funds
my daughter would like a card from my account?  can i do this?,39,getting_spare_card
when do i set up my card pin?,38,get_physical_card
my card payment has the wrong exchange rate,17,card_payment_wrong_exchange_rate
can i use your app to exchange between usd and gbp,33,exchange_via_app
i have a trasnger that is pending and wondered about it.,48,pending_transfer
please help me!  a payment i made had an error on the account number and i can't cancel on my side.  can you cancel it?,8,cancel_transfer
"how to delete account, not happy",55,terminate_account
my payment was declined,25,declined_card_payment
i paid with card and i was charged a fee,15,card_payment_fee_charged
what atms can i use this card at?,3,atm_support
i was just needing to know why my card got declined,25,declined_card_payment
what was the $1 fee i got,34,extra_charge_on_statement
"how long is a top up supposed to be pending, because an hour is too long! can you fix this to go through?",47,pending_top_up
one of my transactions needs to be canceled.,8,cancel_transfer
how can i report that my card was stolen? i made a police report first.,41,lost_or_stolen_card
what should i do?  my card has been stolen!,41,lost_or_stolen_card
my transfer is failing when i try to do it.,35,failed_transfer
i don't have the device i used to log onto the platform so i can't access it.,42,lost_or_stolen_phone
i have to verify my source of funds.,70,verify_source_of_funds
i haven't received my order and want a refund,52,request_refund
what steps do you take to check identity,69,verify_my_identity
i messed up a transfer and need to reverse it.,8,cancel_transfer
it seems i need to get information on limits for top-ups.,60,top_up_limits
am i allowed to get an account for my daughter?,1,age_limit
what systems do you have in place for my security when using my card for everyday purchases?,37,get_disposable_virtual_card
am i able to top up with apple pay?,2,apple_pay_or_google_pay
"do you charge for cash withdrawals?  i want to get my hands on my own money and you appear to be charging me for the pleasure! why is this, you'd never get this with my high street bank!",19,cash_withdrawal_charge
"i just saw the exchange rate you use, but it's so bad that i can't believe that it's the official interbank exchange rate! is this truly the official interbank exchange rate?",17,card_payment_wrong_exchange_rate
"the activation process did not work, please help?",0,activate_my_card
is there a reason why there is an extra £1 charge on my account?,34,extra_charge_on_statement
there is a payment that i was charged two times for.,63,transaction_charged_twice
i'm interested in getting a virtual card.  how do i get one?,40,getting_virtual_card
i need help reapplying my top-up. it seems it isn't working.,59,top_up_failed
why is there a fee for the transfer i made?,64,transfer_fee_charged
what places accept my card?,10,card_acceptance
can i set my own top-up limit?,60,top_up_limits
is it possible to get a refund for something i purchased?,52,request_refund
is it possible to exchange usd and gbp on the app?,33,exchange_via_app
how do i get a pin?,38,get_physical_card
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",66,transfer_not_received_by_recipient
i can't use my virtual disposable card,72,virtual_card_not_working
what type of card can i get?,73,visa_or_mastercard
i misplaced my card and i dont know where the last place is where i used the card last. can you look at my account and tell me the last place i used the card?,41,lost_or_stolen_card
i just moved. how do i give you my new address?,30,edit_personal_details
what do i need to do to transfer money with my credit card?,62,topping_up_by_card
did  my transfer fail?,35,failed_transfer
please let me know how to place an order for a virtual card,40,getting_virtual_card
a payment is showing twice. why is that?,63,transaction_charged_twice
i want a refund on the things i bought,52,request_refund
do you charge a fee on currency exchange?,31,exchange_charge
how many years old do i have to be?,1,age_limit
why isn't my disposable virtual card working?,72,virtual_card_not_working
am i able to get a refund for a purchase?,52,request_refund
do i get charged if i top up with my european bank card?,57,top_up_by_card_charge
"i want to reset my passcode, how can i do that?",44,passcode_forgotten
"i made a big purchase that i regretted and cancelled, the merchant said that my refund was submitted. can you confirm to me that all of my money was truly returned to me?",51,Refund_not_showing_up
how can i reset my passcode?,44,passcode_forgotten
can i transfer money using the swift service?,56,top_up_by_bank_transfer_charge
can i open an account for my children?,1,age_limit
i was making a purchase and it was declined and i wanted to know why.,27,declined_transfer
i need more money in my account. can i add more by transferring?,65,transfer_into_account
are there ways for other people to send me money?,50,receiving_money
i have a payment i didnt make on my account,16,card_payment_not_recognised
why haven't i received my new card yet?,11,card_arrival
does it cost anyting to get my own card?,43,order_physical_card
is there a top-up limit?,60,top_up_limits
there is unexpected money in my account.,20,cash_withdrawal_not_recognised
does it cost anything to transfer money for a top-up?,56,top_up_by_bank_transfer_charge
where do i order a card?,43,order_physical_card
what information do i need to gather in order to activate my card?,0,activate_my_card
there is a payment made with my card that i don't recognize at all.,16,card_payment_not_recognised
"how long does it take to transfer from china? is there a way to transfer it quickly, i need it urgently?",67,transfer_timing
where do i find my pin?,38,get_physical_card
i want a virtual card that is disposable,37,get_disposable_virtual_card
hello i have a uk account.  can you please check if everything is alright with it?  i made a transfer a couple hours ago but it doesn't show up yet.,5,balance_not_updated_after_bank_transfer
are there fees for using an international card to top up?,57,top_up_by_card_charge
i want a refund,52,request_refund
"help! i think someone has a copy of my card - i still have my card, but a five hundred pound cash withdrawal that i didn't authorize is shown on my account.",20,cash_withdrawal_not_recognised
what do i need to do if the atm kept my card?,18,card_swallowed
where's my virtual card,40,getting_virtual_card
can i change my pin without being physically present?,21,change_pin
where can i use this card?,10,card_acceptance
is it free to add money to my card,57,top_up_by_card_charge
do i have to use a bank approved atm to withdraw money?,3,atm_support
please delete account,55,terminate_account
would i need to pay extra for currency exchanges?,31,exchange_charge
how can i top up my account by bank transfer?,65,transfer_into_account
how many transactions can be made with a disposable card?,29,disposable_card_limits
the money i transferred didnt arrive,66,transfer_not_received_by_recipient
do you know how i can verify that i did a top-up to my card?,71,verify_top_up
i want to cancel a purchase,52,request_refund
where can i get the info for my funds,70,verify_source_of_funds
i got married and need to change my name.,30,edit_personal_details
where do i order a virtual card?,40,getting_virtual_card
how do i edit my details?,30,edit_personal_details
how do i go through the identity checks?,69,verify_my_identity
"i received my new card and tried using it today, just to have it show declined over and over again.  why is this happening?",25,declined_card_payment
is there anyway to use a cheque to top up?,58,top_up_by_cash_or_cheque
i need immediate assistance in canceling a transfer which was a mistake. please help me quickly so this does not go through.,8,cancel_transfer
need to know if there is a maximum i can top up,60,top_up_limits
why am i being charged a fee on a card payment?,15,card_payment_fee_charged
how much is the charge for a foreign currency exchange?,31,exchange_charge
where is the nearest mastercard atm?,3,atm_support
am i able to modify my account details?,30,edit_personal_details
there has been a charge pending on my account statement that i can't figue out it's for a dollar.,34,extra_charge_on_statement
how is the pin delivered?,38,get_physical_card
"now that i have my card, how do i connect it to the app?",13,card_linking
can you issue both a visa and a mastercard to me?,73,visa_or_mastercard
i seem to of forgotten my passcode.,44,passcode_forgotten
what is the identity verification process?,69,verify_my_identity
does transferring money have a fee?,64,transfer_fee_charged
are you going to charge me to collect the money?,56,top_up_by_bank_transfer_charge
